t,covariate,covbal,treatment,outcome
-3,age_cat,0.00262812911252907,unemployed,distance_age_abs_mean
-3,male,0.00306332467457305,unemployed,distance_age_abs_mean
-3,education_cat,-0.0131649543525539,unemployed,distance_age_abs_mean
-3,partner,0.0223012130849981,unemployed,distance_age_abs_mean
-3,no_children_hh,0.0805933467817825,unemployed,distance_age_abs_mean
-3,l1_net_monthly_income_cat,0.2835416350017,unemployed,distance_age_abs_mean
-3,distance_age_abs_mean,0.0789089907146028,unemployed,distance_age_abs_mean
-2,age_cat,-0.00529196554942284,unemployed,distance_age_abs_mean
-2,male,-0.0224097387906219,unemployed,distance_age_abs_mean
-2,education_cat,0.0155251144790819,unemployed,distance_age_abs_mean
-2,partner,0.000735861589472705,unemployed,distance_age_abs_mean
-2,no_children_hh,0.0473731352022726,unemployed,distance_age_abs_mean
-2,l1_net_monthly_income_cat,0.0843477639239846,unemployed,distance_age_abs_mean
-2,distance_age_abs_mean,0.0982500702329073,unemployed,distance_age_abs_mean
-1,age_cat,-0.0187610071798431,unemployed,distance_age_abs_mean
-1,male,-0.00223698544612842,unemployed,distance_age_abs_mean
-1,education_cat,0.0368465703481223,unemployed,distance_age_abs_mean
-1,partner,0.00812374689393434,unemployed,distance_age_abs_mean
-1,no_children_hh,0.0333132912299726,unemployed,distance_age_abs_mean
-1,l1_net_monthly_income_cat,0.124085788776298,unemployed,distance_age_abs_mean
-1,distance_age_abs_mean,-0.0015625062331872,unemployed,distance_age_abs_mean
0,age_cat,-0.0134144204033537,unemployed,distance_age_abs_mean
0,male,-0.00221795066200492,unemployed,distance_age_abs_mean
0,education_cat,0.0308681945192284,unemployed,distance_age_abs_mean
0,partner,0.00740261681873736,unemployed,distance_age_abs_mean
0,no_children_hh,0.00902222649489742,unemployed,distance_age_abs_mean
0,l1_net_monthly_income_cat,0.103626967561208,unemployed,distance_age_abs_mean
0,distance_age_abs_mean,0.0499729301189579,unemployed,distance_age_abs_mean
-3,age_cat,0.00262812948992354,unemployed,distance_age_rel_mean
-3,male,0.00306332459296413,unemployed,distance_age_rel_mean
-3,education_cat,-0.0131649542385362,unemployed,distance_age_rel_mean
-3,partner,0.0223012132112327,unemployed,distance_age_rel_mean
-3,no_children_hh,0.08059334660046,unemployed,distance_age_rel_mean
-3,l1_net_monthly_income_cat,0.283541635020893,unemployed,distance_age_rel_mean
-3,distance_age_rel_mean,0.0789089905116399,unemployed,distance_age_rel_mean
-2,age_cat,-0.0052919651380432,unemployed,distance_age_rel_mean
-2,male,-0.0224097388654183,unemployed,distance_age_rel_mean
-2,education_cat,0.0155251145915909,unemployed,distance_age_rel_mean
-2,partner,0.000735861726549482,unemployed,distance_age_rel_mean
-2,no_children_hh,0.0473731350165688,unemployed,distance_age_rel_mean
-2,l1_net_monthly_income_cat,0.0843477639534337,unemployed,distance_age_rel_mean
-2,distance_age_rel_mean,0.0982500705569024,unemployed,distance_age_rel_mean
-1,age_cat,-0.018761006728859,unemployed,distance_age_rel_mean
-1,male,-0.00223698552054657,unemployed,distance_age_rel_mean
-1,education_cat,0.0368465704575069,unemployed,distance_age_rel_mean
-1,partner,0.00812374704465965,unemployed,distance_age_rel_mean
-1,no_children_hh,0.0333132910242258,unemployed,distance_age_rel_mean
-1,l1_net_monthly_income_cat,0.124085788806978,unemployed,distance_age_rel_mean
