treatment,outcome,t,estimate,conf.low,conf.high,conf.low90,conf.high90
unemployed,distance_age_abs_mean,0,0.061237303701861,-0.0121764476312773,0.134651055034999,-0.000373458588122384,0.122848065991844
unemployed,distance_age_abs_mean,1,-0.00690655774211283,-0.0820049280863936,0.068191812602168,-0.0699310968730821,0.0561179813888565
unemployed,distance_age_abs_mean,2,0.0164171079926953,-0.0696472343008439,0.102481450286235,-0.0558103649044363,0.088644580889827
unemployed,distance_age_abs_mean,-1,0,0,0,0,0
unemployed,distance_age_abs_mean,-3,-0.0045831896780407,-0.100306335234313,0.0911399558782311,-0.0849165857982691,0.0757502064421877
unemployed,distance_age_abs_mean,-2,0.0239097563584192,-0.0704733197124157,0.118292832429254,-0.0552990179979021,0.10311853071474
unemployed,distance_age_rel_mean,0,0.00471056182322007,-0.000936649817790569,0.0103577734642307,-2.87275837017311e-05,0.00944985123014187
unemployed,distance_age_rel_mean,1,-0.000531273672470243,-0.00630807139126108,0.00524552404632059,-0.00537931514408327,0.00431676779914278
unemployed,distance_age_rel_mean,2,0.0012628544609765,-0.00535747956160344,0.00788318848355644,-0.00429310499264901,0.00681881391460201
unemployed,distance_age_rel_mean,-1,0,0,0,0,0
unemployed,distance_age_rel_mean,-3,-0.000352553052156976,-0.00771587194110097,0.00701076583678701,-0.00653204506140532,0.00582693895709137
unemployed,distance_age_rel_mean,-2,0.00183921202757072,-0.00542102459326274,0.00909944864840418,-0.00425377061522322,0.00793219467036467
unemployed,distance_gender_mean,0,-0.010175272144168,-0.0263863045167805,0.0060357602284445,-0.0237799993764272,0.00342945508809124
unemployed,distance_gender_mean,1,-0.00801345818513972,-0.0248670384111931,0.00884012204091363,-0.0221574285747012,0.00613051220442176
unemployed,distance_gender_mean,2,-0.0015742690807411,-0.0174422946661015,0.0142937565046193,-0.0148911359428451,0.0117425977813629
unemployed,distance_gender_mean,-1,0,0,0,0,0
unemployed,distance_gender_mean,-3,-0.00812018670824216,-0.0279871722656481,0.0117467988491637,-0.0247930865719406,0.00855271315545623
unemployed,distance_gender_mean,-2,0.00148630948343787,-0.0164031511124924,0.0193757700793682,-0.0135269991168866,0.0164996180837623
unemployed,distance_ethnicity_mean,0,0.00670629181927482,-0.0034661315226399,0.0168787151611895,-0.00183067496216366,0.0152432586007133
unemployed,distance_ethnicity_mean,1,0.00296044885149792,-0.00700352839725604,0.0129244261002519,-0.00540158445408906,0.0113224821570849
unemployed,distance_ethnicity_mean,2,0.0125577764138556,-7.13561916517967e-05,0.0251869090193629,0.0019590742258178,0.0231564786018933
unemployed,distance_ethnicity_mean,-1,0,0,0,0,0
unemployed,distance_ethnicity_mean,-3,0.0282656106598235,0.00935053900435042,0.0471806823152966,0.0123915821256446,0.0441396391940025
unemployed,distance_ethnicity_mean,-2,0.0030050639096646,-0.0132682568235669,0.0192783846428961,-0.0106519373626735,0.0166620651820027
unemployed,distance_ethnicity_rel_mean,0,0.00447086121284988,-0.0023107543484266,0.0112524767741264,-0.00122044997477577,0.0101621724004755
unemployed,distance_ethnicity_rel_mean,1,0.00197363256766528,-0.00466901893150402,0.00861628406683459,-0.00360105630272604,0.00754832143805661
unemployed,distance_ethnicity_rel_mean,2,0.00837185094257036,-4.75707944345375e-05,0.0167912726795753,0.00130604948387853,0.0154376524012622
unemployed,distance_ethnicity_rel_mean,-1,0,0,0,0,0
unemployed,distance_ethnicity_rel_mean,-3,0.0188437404398824,0.00623369266956695,0.0314537882101978,0.00826105475042971,0.029426426129335
unemployed,distance_ethnicity_rel_mean,-2,0.0020033759397764,-0.0088455045490446,0.0128522564285974,-0.00710129157511568,0.0111080434546685
unemployed,distance_education_mean,0,0.00488590771381547,-0.0221483798987003,0.0319201953263312,-0.0178019816465245,0.0275737970741554
unemployed,distance_education_mean,1,0.00745640518662068,-0.0208615495138437,0.035774359887085,-0.0163087715535208,0.0312215819267621
unemployed,distance_education_mean,2,-0.0221604921328649,-0.0514166885652721,0.00709570429954218,-0.046713066155771,0.00239208189004111
unemployed,distance_education_mean,-1,0,0,0,0,0
unemployed,distance_education_mean,-3,0.00125230187426592,-0.0327833655768873,0.0352879693254191,-0.0273113306691562,0.029815934417688
unemployed,distance_education_mean,-2,0.0500127864312603,0.0174477768904202,0.0825777959721005,0.0226833689126367,0.0773422039498839
unemployed,distance_education_rel_mean,0,0.00162863590460516,-0.00738279329956675,0.0106400651087771,-0.00593399388217482,0.00919126569138514
unemployed,distance_education_rel_mean,1,0.00248546839554022,-0.0069538498379479,0.0119247866290283,-0.00543625718450693,0.0104071939755874
unemployed,distance_education_rel_mean,2,-0.00738683071095497,-0.017138896188424,0.00236523476651407,-0.0155710220519237,0.000797360630013714
unemployed,distance_education_rel_mean,-1,0,0,0,0,0
unemployed,distance_education_rel_mean,-3,0.00041743395808863,-0.0109277885256291,0.0117626564418064,-0.00910377688971874,0.00993864480589599
unemployed,distance_education_rel_mean,-2,0.0166709288104201,0.00581592563014004,0.0275259319907001,0.0075611229708789,0.0257807346499613
unemployed,red_distance_age_abs_mean,0,-0.121459730210181,-0.193433354042866,-0.0494861063774957,-0.181861899403006,-0.0610575610173552
unemployed,red_distance_age_abs_mean,1,-0.186121251498127,-0.258757042966862,-0.113485460029392,-0.247079129288864,-0.12516337370739
unemployed,red_distance_age_abs_mean,2,-0.164294392720368,-0.234292666271192,-0.0942961191695446,-0.223038795698483,-0.105549989742253
unemployed,red_distance_age_abs_mean,-1,0,0,0,0,0
unemployed,red_distance_age_abs_mean,-3,0.133482034970022,0.047843977692048,0.219120092247997,0.0616123117353834,0.205351758204661
unemployed,red_distance_age_abs_mean,-2,0.109684689772277,0.0240897591925321,0.195279620352021,0.037851159603715,0.181518219940838
unemployed,red_distance_age_rel_mean,0,-0.0093430561700139,-0.0148794887725281,-0.00380662356749966,-0.0139893768771543,-0.00469673546287347
unemployed,red_distance_age_rel_mean,1,-0.0143170193460098,-0.0199043879205278,-0.00872965077149171,-0.0190060868683742,-0.00962795182364536
unemployed,red_distance_age_rel_mean,2,-0.0126380302092591,-0.0180225127900916,-0.00725354762842649,-0.0171568304383448,-0.00811922998017328
unemployed,red_distance_age_rel_mean,-1,0,0,0,0,0
unemployed,red_distance_age_rel_mean,-3,0.0102678488438479,0.00368030597631142,0.0168553917113844,0.00473940859502952,0.0157962890926663
unemployed,red_distance_age_rel_mean,-2,0.00843728382863665,0.00185305839942553,0.0150215092578478,0.00291162766182422,0.0139629399954491
unemployed,red_distance_gender_mean,0,-0.0261756432979254,-0.0420182333113415,-0.0103330532845094,-0.0394711639551521,-0.0128801226406988
unemployed,red_distance_gender_mean,1,-0.033399046511188,-0.0509343294428604,-0.0158637635795156,-0.0481151198458469,-0.0186829731765291
unemployed,red_distance_gender_mean,2,-0.0385811301698657,-0.056383654109757,-0.0207786062299744,-0.0535214792285206,-0.0236407811112108
unemployed,red_distance_gender_mean,-1,0,0,0,0,0
unemployed,red_distance_gender_mean,-3,0.00818447674198893,-0.0111576333416604,0.0275265868256383,-0.00804793373847778,0.0244168872224556
unemployed,red_distance_gender_mean,-2,0.0130541365600669,-0.00820116519686285,0.0343094383169966,-0.00478387498637406,0.0308921481065078
unemployed,red_distance_ethnicity_mean,0,0.0382693374701495,0.0228435401020952,0.0536951348382037,0.0253236002272191,0.0512150747130799
unemployed,red_distance_ethnicity_mean,1,0.012222969306101,-0.000391324306290743,0.0248372629184927,0.00163672039365353,0.0228092182185484
unemployed,red_distance_ethnicity_mean,2,0.0282840667670333,0.010573453040113,0.0459946804939535,0.0134208511906014,0.0431472823434652
unemployed,red_distance_ethnicity_mean,-1,0,0,0,0,0
unemployed,red_distance_ethnicity_mean,-3,0.0193220890704907,-0.00165226723608551,0.040296445377067,0.00171985437843823,0.0369243237625432
unemployed,red_distance_ethnicity_mean,-2,-0.00399831132370043,-0.022502397341586,0.0145057746941852,-0.0195274298381326,0.0115308071907317
unemployed,red_distance_ethnicity_rel_mean,0,0.0255128916467663,0.0152290267347302,0.0357967565588025,0.0168824001514794,0.0341433831420533
unemployed,red_distance_ethnicity_rel_mean,1,0.00814864620406733,-0.000260882870860485,0.0165581752789951,0.00109114692910237,0.0152061454790323
