treatment,outcome,t,estimate,conf.low,conf.high,conf.low90,conf.high90
unemployed,distance_age_abs_mean,0,0.0703125556375565,-0.00311529273262458,0.143740404007738,0.00868996274114764,0.131935148533965
unemployed,distance_age_abs_mean,1,0.00201034950034801,-0.0731273687345043,0.0771480677352003,-0.061047211421343,0.065067910422039
unemployed,distance_age_abs_mean,2,0.0254879254095705,-0.0605864827989709,0.111562333618112,-0.0467479950697262,0.0977238458888673
unemployed,distance_age_rel_mean,0,0.0054086581794007,-0.000239637849075319,0.0110569542078767,0.000668458725830324,0.0101488576329711
unemployed,distance_age_rel_mean,1,0.000154642335342873,-0.00562518214433902,0.00593446681502476,-0.00469593927408332,0.00500522394476907
unemployed,distance_age_rel_mean,2,0.001960609711113,-0.00466049861265868,0.00858171803488468,-0.00359599955655688,0.00751721897878287
unemployed,distance_gender_mean,0,-0.00558890796366599,-0.0217916553907415,0.0106138394634096,-0.0191866822504512,0.00800886632311923
unemployed,distance_gender_mean,1,-0.00303568640558908,-0.0198957675081731,0.013824394696995,-0.0171851125027167,0.0111137396915386
unemployed,distance_gender_mean,2,0.00391056190624699,-0.0119760213888086,0.0197971452013025,-0.00942187907678005,0.017243002889274
unemployed,distance_ethnicity_mean,0,0.00893802103782463,-0.00125486193462803,0.0191309040102773,0.000383883993176281,0.017492158082473
unemployed,distance_ethnicity_mean,1,0.00518282252213534,-0.00480774363528437,0.0151733886795551,-0.0032015248990173,0.013567169943288
unemployed,distance_ethnicity_mean,2,0.0154998430155615,0.00282495599652188,0.0281747300346012,0.00486274251324796,0.0261369435178751
unemployed,distance_ethnicity_rel_mean,0,0.00595868065946079,-0.000836574655212785,0.0127539359741344,0.000255922629942679,0.0116614386889789
unemployed,distance_ethnicity_rel_mean,1,0.0034552149820425,-0.00320516245599925,0.0101155924200843,-0.00213434996519281,0.00904477992927782
unemployed,distance_ethnicity_rel_mean,2,0.010333228638599,0.00188330395996782,0.0187831533172302,0.00324182830433474,0.0174246289728633
unemployed,distance_education_mean,0,0.0227886002578513,-0.00427565571183639,0.049852856227539,7.55606593554996e-05,0.0455016398563471
unemployed,distance_education_mean,1,0.0259775604903053,-0.00239522830342766,0.0543503492840383,0.00216636552844908,0.0497887554521615
unemployed,distance_education_mean,2,-0.00403783623372021,-0.0333555820299722,0.0252799095625318,-0.0286420641110621,0.0205663916436216
unemployed,distance_education_rel_mean,0,0.00759620013226703,-0.00142521852448979,0.0166176187890238,2.51869326054043e-05,0.0151672133319286
unemployed,distance_education_rel_mean,1,0.00865918688245863,-0.000798409382395837,0.0181167831473131,0.000722121894940917,0.0165962518699764
unemployed,distance_education_rel_mean,2,-0.00134594536176221,-0.0111185272943191,0.00842663657079465,-0.00954735465460633,0.00685546393108191
unemployed,red_distance_age_abs_mean,0,-0.0627643854789312,-0.134870371481256,0.00934160052339353,-0.123277636506178,-0.00225113445168398
unemployed,red_distance_age_abs_mean,1,-0.120243839668276,-0.193067957553917,-0.0474197217826348,-0.181359765970283,-0.0591279133662686
unemployed,red_distance_age_abs_mean,2,-0.0945966984808377,-0.16474352030711,-0.0244498766545651,-0.153465767101576,-0.0357276298600998
unemployed,red_distance_age_rel_mean,0,-0.00482802964970679,-0.0103746439575765,0.00071858465816293,-0.00948289511334,-0.000173164186073574
unemployed,red_distance_age_rel_mean,1,-0.00924952612501095,-0.0148513813470233,-0.00364767090299862,-0.0139507512251989,-0.00454830102482303
unemployed,red_distance_age_rel_mean,2,-0.00727666911010167,-0.0126725784813295,-0.00188075973887385,-0.0118050590039845,-0.00274827921621883
unemployed,red_distance_gender_mean,0,-0.0141600868107533,-0.0301336855174494,0.00181351189594279,-0.0275655534292341,-0.000754620192272444
unemployed,red_distance_gender_mean,1,-0.0207469360612143,-0.0382827261320236,-0.00321114599040499,-0.0354634350004533,-0.00603043712197531
unemployed,red_distance_gender_mean,2,-0.0246068843737705,-0.0424956032698319,-0.00671816547770903,-0.0396195705199432,-0.00959419822759772
unemployed,red_distance_ethnicity_mean,0,0.0371794271570755,0.0217527159001901,0.0526061384139609,0.0242329229544609,0.0501259313596901
unemployed,red_distance_ethnicity_mean,1,0.0108749597594986,-0.00174559577314566,0.0234955152921429,0.000283455677915235,0.021466463841082
unemployed,red_distance_ethnicity_mean,2,0.0265724093368075,0.0088160820766252,0.0443287365969898,0.011670829753904,0.041473988919711
unemployed,red_distance_ethnicity_rel_mean,0,0.0247862847691374,0.0145018105984753,0.0350707589397995,0.0161552819678935,0.0334172875703813
