t,covariate,covbal,treatment,outcome
-3,age_cat,0.00262812993119329,unemployed,distance_age_abs_mean
-3,male,0.00306332449366076,unemployed,distance_age_abs_mean
-3,education_cat,-0.0131649541315827,unemployed,distance_age_abs_mean
-3,partner,0.0223012133780582,unemployed,distance_age_abs_mean
-3,no_children_hh,0.0805933463782677,unemployed,distance_age_abs_mean
-3,l1_net_monthly_income_cat,0.283541635001251,unemployed,distance_age_abs_mean
-3,distance_age_abs_mean,0.0789089902853476,unemployed,distance_age_abs_mean
-2,age_cat,-0.00529196465787561,unemployed,distance_age_abs_mean
-2,male,-0.0224097389560247,unemployed,distance_age_abs_mean
-2,education_cat,0.015525114696156,unemployed,distance_age_abs_mean
-2,partner,0.000735861907891127,unemployed,distance_age_abs_mean
-2,no_children_hh,0.0473731347894641,unemployed,distance_age_abs_mean
-2,l1_net_monthly_income_cat,0.084347763937833,unemployed,distance_age_abs_mean
-2,distance_age_abs_mean,0.0982500709413714,unemployed,distance_age_abs_mean
-1,age_cat,-0.0187610062032588,unemployed,distance_age_abs_mean
-1,male,-0.00223698561022604,unemployed,distance_age_abs_mean
-1,education_cat,0.0368465705583758,unemployed,distance_age_abs_mean
-1,partner,0.00812374724322718,unemployed,distance_age_abs_mean
-1,no_children_hh,0.0333132907728386,unemployed,distance_age_abs_mean
-1,l1_net_monthly_income_cat,0.124085788789603,unemployed,distance_age_abs_mean
-1,distance_age_abs_mean,-0.00156250563357533,unemployed,distance_age_abs_mean
-3,age_cat,0.00262812840720526,unemployed,distance_age_rel_mean
-3,male,0.0030633248307749,unemployed,distance_age_rel_mean
-3,education_cat,-0.0131649545406893,unemployed,distance_age_rel_mean
-3,partner,0.022301212830861,unemployed,distance_age_rel_mean
-3,no_children_hh,0.0805933471303011,unemployed,distance_age_rel_mean
-3,l1_net_monthly_income_cat,0.283541635005668,unemployed,distance_age_rel_mean
-3,distance_age_rel_mean,0.0789089910834962,unemployed,distance_age_rel_mean
-2,age_cat,-0.00529196631746788,unemployed,distance_age_rel_mean
