t,covariate,covbal,treatment,outcome
-3,age_cat,0.0153764928355887,unemployed,partisan_affect
-3,male,0.0410667775546996,unemployed,partisan_affect
-3,education_cat,0.0773916518186258,unemployed,partisan_affect
-3,partner,-0.0149690338448885,unemployed,partisan_affect
-3,no_children_hh,0.10566767252499,unemployed,partisan_affect
-3,l1_net_monthly_income_cat,0.413815979179181,unemployed,partisan_affect
-3,partisan_affect,0.412147505976758,unemployed,partisan_affect
-2,age_cat,-0.0681743028144005,unemployed,partisan_affect
-2,male,-0.0433065877724794,unemployed,partisan_affect
-2,education_cat,0.0372946250505992,unemployed,partisan_affect
-2,partner,-0.0383095926123702,unemployed,partisan_affect
-2,no_children_hh,0.100538772407037,unemployed,partisan_affect
-2,l1_net_monthly_income_cat,0.208584349281293,unemployed,partisan_affect
-2,partisan_affect,0.26702106337838,unemployed,partisan_affect
-1,age_cat,-0.112283962525392,unemployed,partisan_affect
-1,male,-0.0355927080295289,unemployed,partisan_affect
-1,education_cat,0.0244738503456055,unemployed,partisan_affect
-1,partner,-0.0112009044530289,unemployed,partisan_affect
-1,no_children_hh,0.0143288071937905,unemployed,partisan_affect
-1,l1_net_monthly_income_cat,0.124502139043,unemployed,partisan_affect
-1,partisan_affect,-0.00270420232112008,unemployed,partisan_affect
-3,age_cat,-0.020783917230771,unemployed,spread
-3,male,-0.00458065867886433,unemployed,spread
-3,education_cat,0.0143012986266578,unemployed,spread
-3,partner,-0.00179377465916596,unemployed,spread
-3,no_children_hh,0.0876387758512133,unemployed,spread
-3,l1_net_monthly_income_cat,0.399268180114371,unemployed,spread
-3,spread,0.125597727937567,unemployed,spread
-2,age_cat,-0.0121013661230879,unemployed,spread
-2,male,-0.0190002366314287,unemployed,spread
-2,education_cat,0.035946129216827,unemployed,spread
-2,partner,-0.0181520320456468,unemployed,spread
-2,no_children_hh,0.0426819256696556,unemployed,spread
-2,l1_net_monthly_income_cat,0.255305151716182,unemployed,spread
-2,spread,0.0898301326040859,unemployed,spread
-1,age_cat,-0.0376316748160574,unemployed,spread
-1,male,-0.00452041998244822,unemployed,spread
-1,education_cat,0.0205634840232484,unemployed,spread
-1,partner,-0.00748334674639037,unemployed,spread
-1,no_children_hh,0.00125820053503148,unemployed,spread
-1,l1_net_monthly_income_cat,0.216684677348936,unemployed,spread
-1,spread,0.022577010108082,unemployed,spread
-3,age_cat,-0.0244428252703376,unemployed,distance
-3,male,-0.00455588676834987,unemployed,distance
