treatment,outcome,t,estimate,conf.low,conf.high,conf.low90,conf.high90
unemployed,partisan_affect,0,0.139830014312829,0.0701446868567556,0.209515341768903,0.0813482439764615,0.198311784649197
unemployed,partisan_affect,1,0.302454910973833,0.216267083969866,0.388642737977801,0.230123806440905,0.374786015506762
unemployed,partisan_affect,2,0.173963851616343,0.083255791172035,0.264671912060651,0.0978392475968632,0.250088455635823
unemployed,partisan_affect,-1,0,0,0,0,0
unemployed,partisan_affect,-2,-0.15144557798705,-0.257730576961196,-0.045160579012905,-0.24064276091089,-0.0622483950632109
unemployed,spread,0,0.0145326898510318,-0.0282216529144228,0.0572870326164864,-0.0213478856699452,0.0504132653720088
unemployed,spread,1,0.0357517806686444,-0.0117658021813549,0.0832693635186437,-0.00412623194347518,0.075629793280764
unemployed,spread,2,0.115154133771721,0.0665730678835425,0.163735199659899,0.0743836180593666,0.155924649484075
unemployed,spread,-1,0,0,0,0,0
unemployed,spread,-2,-0.0247051527458531,-0.0765892949091877,0.0271789894174815,-0.0682476974516702,0.018837391959964
unemployed,distance,0,0.0872940234531158,-0.0055065527245971,0.180094599630829,0.00941332487236186,0.16517472203387
unemployed,distance,1,0.142103476049746,0.0390994841239794,0.245107467975512,0.0556598010404132,0.228547151059078
unemployed,distance,2,0.2972803446666,0.19144188735262,0.40311880198058,0.208457911317294,0.386102778015906
unemployed,distance,-1,0,0,0,0,0
unemployed,distance,-2,-0.0984273810095774,-0.200646079812702,0.00379131779354741,-0.184212017255348,-0.0126427447638067
unemployed,like_max,0,0.0386467976177732,-0.0371591828196216,0.114452778055168,-0.0249715866232628,0.102265181858809
unemployed,like_max,1,0.0662141934529851,-0.0235603200256461,0.155988706931616,-0.00912695325578117,0.141555340161751
unemployed,like_max,2,0.213370078608626,0.129914362203709,0.296825795013543,0.143331833568794,0.283408323648457
unemployed,like_max,-1,0,0,0,0,0
unemployed,like_max,-2,-0.112313551828285,-0.272185381511913,0.047558277855344,-0.246482220730736,0.0218551170741671
unemployed,like_min,0,-0.00472388911554574,-0.0777100288491799,0.0682622506180884,-0.0659757884386997,0.0565280102076082
unemployed,like_min,1,-0.0160181807678463,-0.0974184066267449,0.0653820450910522,-0.0843314037631651,0.0522950422274724
unemployed,like_min,2,-0.0779408211271631,-0.153442026812219,-0.00243961544210718,-0.141303430333177,-0.0145782119211492
unemployed,like_min,-1,0,0,0,0,0
unemployed,like_min,-2,0.029290656493527,-0.0586688148586942,0.117250127845748,-0.0445272588455589,0.103108571832613
income_cat_decrease,partisan_affect,0,0.051215899949759,0.0184060051314239,0.0840257947680941,0.0236809682277869,0.0787508316717311
income_cat_decrease,partisan_affect,1,-0.00318312662847526,-0.0415388876768804,0.0351726344199299,-0.0353722960074006,0.0290060427504501
income_cat_decrease,partisan_affect,2,-0.0365499154464988,-0.0796837755498559,0.00658394465685827,-0.0727489919576287,-0.000350838935368997
income_cat_decrease,partisan_affect,-1,0,0,0,0,0
income_cat_decrease,partisan_affect,-2,-0.0111246854355536,-0.0661927248785877,0.0439433540074806,-0.0573392409689491,0.0350898700978419
income_cat_decrease,spread,0,0.0333173664771465,0.0142708009159568,0.0523639320383362,0.0173329847786002,0.0493017481756928
income_cat_decrease,spread,1,0.00462148186212748,-0.0153405480806355,0.0245835118048905,-0.0121311817641753,0.0213741454884302
income_cat_decrease,spread,2,0.0324990699687606,0.0115013792037406,0.0534967607337806,0.0148772523818657,0.0501208875556555
income_cat_decrease,spread,-1,0,0,0,0,0
income_cat_decrease,spread,-2,0.0248180767909631,-4.87813879371767e-05,0.0496849349698634,0.00394915155096663,0.0456870020309596
