treatment,outcome,t,estimate,conf.low,conf.high,conf.low90,conf.high90
unemployed,little_concern_for_others,0,0.179838706703175,0.0843141750993476,0.275363238307003,0.0996719926661983,0.260005420740153
unemployed,little_concern_for_others,1,-0.00306891625529383,-0.0905151754997228,0.0843773429891351,-0.0764561304164213,0.0703182979058337
unemployed,intersted_in_others,0,0.114118724259824,0.0516230471478273,0.17661440137182,0.0616706986954261,0.166566749824221
unemployed,intersted_in_others,1,0.0155006669003092,-0.0546264462407605,0.0856277800413789,-0.0433518616704103,0.0743531954710287
unemployed,comfy_around_people,0,0.0201309137060043,-0.0334965468449748,0.0737583742569833,-0.0248746699104595,0.065136497322468
unemployed,comfy_around_people,1,0.0983525491257672,0.0366398539941835,0.160065244257351,0.0465616227532313,0.150143475498303
unemployed,insult_people,0,-0.00287940717276209,-0.0685734970980256,0.0628146827525015,-0.0580116253845186,0.0522528110389944
unemployed,insult_people,1,-0.0560930784931431,-0.125734193020379,0.013548036034093,-0.114537744169971,0.00235158718368497
unemployed,sympathisze_w_others_feelings,0,0.00772653214201459,-0.0682464501702308,0.08369951445426,-0.0560320044904544,0.0714850687744836
unemployed,sympathisze_w_others_feelings,1,-0.00316521131131394,-0.0688734116004563,0.0625429889778284,-0.0583092713137292,0.0519788486911013
unemployed,not_interested_in_others_problems,0,-0.0189829301737274,-0.100692218841145,0.0627263584936899,-0.0875555268542556,0.0495896665068009
unemployed,not_interested_in_others_problems,1,0.0740136307412728,-0.0191083885580588,0.167135650040604,-0.00413683141096705,0.152164092893513
unemployed,talk_to_different_people_parties,0,0.0866940196051584,0.0161187878302123,0.157269251380104,0.0274654180218477,0.145922621188469
unemployed,talk_to_different_people_parties,1,0.0653794082216764,0.00186059976620029,0.128898216677152,0.0120727437667456,0.118686072676607
unemployed,not_interested_in_others,0,-0.018629785074327,-0.093048875209526,0.055789305060872,-0.0810842542833805,0.0438246841347265
unemployed,not_interested_in_others,1,0.00614697108041758,-0.0684576441465226,0.0807515863073578,-0.0564631956937178,0.068757137854553
unemployed,feel_others_emotions,0,0.0654831485096936,0.00587842833346473,0.125087868685922,0.0154612904864682,0.115505006532919
unemployed,feel_others_emotions,1,0.00804230193439567,-0.0508768965635988,0.0669615004323901,-0.0414042481608821,0.0574888520296734
unemployed,quiet_around_strangers,0,-0.142765891950449,-0.209449119049061,-0.0760826648518363,-0.198728220245844,-0.0868035636550535
unemployed,quiet_around_strangers,1,-0.15021522330147,-0.231651621628029,-0.0687788249749116,-0.218558803188597,-0.0818716434143433
unemployed,importance_open_minded,0,0.140692875454555,0.0351149657412894,0.246270785167821,0.0520891005445926,0.229296650364518
unemployed,importance_open_minded,1,0.0269893653718726,-0.0823251620843052,0.13630389282805,-0.0647502780006946,0.11872900874444
unemployed,feel_connected_to_others,0,0.00368408185945267,-0.071659092860115,0.0790272565790203,-0.0595459035795919,0.0669140672984972
unemployed,feel_connected_to_others,1,0.0229698531395513,-0.0496085767650841,0.0955482830441867,-0.0379398853090855,0.0838795915881881
income_cat_decrease,little_concern_for_others,0,-0.0442591362831657,-0.0972581680839922,0.00873989551766073,-0.0887373258673297,0.000219053300998202
income_cat_decrease,little_concern_for_others,1,-0.0745911356891307,-0.131660107185703,-0.0175221641925583,-0.122484926336797,-0.0266973450414643
income_cat_decrease,intersted_in_others,0,0.0397152519801752,0.00372954318556958,0.0757009607747808,0.00951509315270724,0.0699154108076431
income_cat_decrease,intersted_in_others,1,-0.00559198689675501,-0.0401996658156699,0.0290156920221599,-0.0346356665965673,0.0234516928030573
