t,covariate,covbal,treatment,outcome
-3,age_cat,0.00897087031337285,unemployed,partisan_affect
-3,male,0.046501589573586,unemployed,partisan_affect
-3,education_cat,0.0837457564546828,unemployed,partisan_affect
-3,partner,0.0221307374747043,unemployed,partisan_affect
-3,no_children_hh,0.105603947404133,unemployed,partisan_affect
-3,l1_net_monthly_income_cat,0.401540152614098,unemployed,partisan_affect
-3,partisan_affect,0.493713713384467,unemployed,partisan_affect
-2,age_cat,-0.0750329506935162,unemployed,partisan_affect
-2,male,-0.0467585770323737,unemployed,partisan_affect
-2,education_cat,0.0394221545185736,unemployed,partisan_affect
-2,partner,-0.0167283436126355,unemployed,partisan_affect
-2,no_children_hh,0.0994787614019824,unemployed,partisan_affect
-2,l1_net_monthly_income_cat,0.215629464271269,unemployed,partisan_affect
-2,partisan_affect,0.248186844946557,unemployed,partisan_affect
-1,age_cat,-0.119050723328226,unemployed,partisan_affect
-1,male,-0.0382232090124877,unemployed,partisan_affect
-1,education_cat,0.0271873130596901,unemployed,partisan_affect
-1,partner,0.00758235268504809,unemployed,partisan_affect
-1,no_children_hh,0.0262237942490979,unemployed,partisan_affect
-1,l1_net_monthly_income_cat,0.137299227521859,unemployed,partisan_affect
-1,partisan_affect,-0.0078031961177478,unemployed,partisan_affect
-3,age_cat,-0.0231375291903157,unemployed,spread
-3,male,0.00560490149363823,unemployed,spread
-3,education_cat,0.00310529736988723,unemployed,spread
-3,partner,0.00799154930315269,unemployed,spread
-3,no_children_hh,0.0851908043215738,unemployed,spread
-3,l1_net_monthly_income_cat,0.392244699562582,unemployed,spread
-3,spread,0.132882269268516,unemployed,spread
-2,age_cat,-0.00645573587456655,unemployed,spread
-2,male,-0.0102676416851317,unemployed,spread
-2,education_cat,0.0269932487065032,unemployed,spread
-2,partner,-0.0216249170836903,unemployed,spread
-2,no_children_hh,0.0345636473591215,unemployed,spread
-2,l1_net_monthly_income_cat,0.242976163337936,unemployed,spread
-2,spread,0.0903634035893824,unemployed,spread
-1,age_cat,-0.0324221444033164,unemployed,spread
-1,male,-0.00540223134052593,unemployed,spread
-1,education_cat,0.018587196605769,unemployed,spread
-1,partner,-0.0121874253082675,unemployed,spread
-1,no_children_hh,-0.00597136355802828,unemployed,spread
-1,l1_net_monthly_income_cat,0.202099567130215,unemployed,spread
-1,spread,0.0270387538976407,unemployed,spread
-3,age_cat,-0.0267491702956849,unemployed,distance
-3,male,0.00570179916606233,unemployed,distance
-3,education_cat,0.00130512253291919,unemployed,distance
-3,partner,0.00775027784711108,unemployed,distance
-3,no_children_hh,0.0872557924879874,unemployed,distance
-3,l1_net_monthly_income_cat,0.389201224294889,unemployed,distance
-3,distance,0.10238083200686,unemployed,distance
-2,age_cat,-0.00794225061661001,unemployed,distance
-2,male,-0.00960837864717277,unemployed,distance
-2,education_cat,0.0268216570944307,unemployed,distance
-2,partner,-0.021844146361489,unemployed,distance
-2,no_children_hh,0.0354853323967825,unemployed,distance
-2,l1_net_monthly_income_cat,0.241041051824671,unemployed,distance
-2,distance,0.0695901232225491,unemployed,distance
-1,age_cat,-0.0323961105188141,unemployed,distance
-1,male,-0.00450264414962105,unemployed,distance
-1,education_cat,0.0188004442879397,unemployed,distance
-1,partner,-0.0125696334816042,unemployed,distance
-1,no_children_hh,-0.00598351047148465,unemployed,distance
-1,l1_net_monthly_income_cat,0.202424814053001,unemployed,distance
-1,distance,0.014917978051343,unemployed,distance
-3,age_cat,-0.0177919627056547,unemployed,like_max
-3,male,0.0041485914682711,unemployed,like_max
-3,education_cat,-0.0117806144644546,unemployed,like_max
-3,partner,0.0226435910744968,unemployed,like_max
-3,no_children_hh,0.0983044900150839,unemployed,like_max
-3,l1_net_monthly_income_cat,0.404076990328469,unemployed,like_max
-3,like_max,0.473853686007889,unemployed,like_max
-2,age_cat,0.00306823914193788,unemployed,like_max
-2,male,-0.0147781526985794,unemployed,like_max
-2,education_cat,0.0117207485078411,unemployed,like_max
-2,partner,-0.00560173131905717,unemployed,like_max
-2,no_children_hh,0.0543155829183589,unemployed,like_max
-2,l1_net_monthly_income_cat,0.224904123343927,unemployed,like_max
-2,like_max,0.335302439408599,unemployed,like_max
-1,age_cat,-0.0326137248962831,unemployed,like_max
-1,male,-0.00931021583728826,unemployed,like_max
-1,education_cat,0.00657893618958042,unemployed,like_max
-1,partner,-0.00647938000406521,unemployed,like_max
-1,no_children_hh,0.00693225146296526,unemployed,like_max
-1,l1_net_monthly_income_cat,0.182492228395234,unemployed,like_max
-1,like_max,0.0243233746887735,unemployed,like_max
-3,age_cat,-0.0193945603667082,unemployed,like_min
-3,male,0.0036244052154184,unemployed,like_min
-3,education_cat,-0.0104238070480334,unemployed,like_min
-3,partner,0.0229091682771877,unemployed,like_min
-3,no_children_hh,0.0980409375076634,unemployed,like_min
-3,l1_net_monthly_income_cat,0.401556688862221,unemployed,like_min
-3,like_min,0.0621267156208558,unemployed,like_min
-2,age_cat,0.00197427755900608,unemployed,like_min
-2,male,-0.0149708024220698,unemployed,like_min
-2,education_cat,0.0127967628660616,unemployed,like_min
-2,partner,-0.00611066973562725,unemployed,like_min
-2,no_children_hh,0.05377618867665,unemployed,like_min
-2,l1_net_monthly_income_cat,0.224164259303195,unemployed,like_min
-2,like_min,0.0482383260281998,unemployed,like_min
-1,age_cat,-0.0328744772658349,unemployed,like_min
-1,male,-0.00960291498480855,unemployed,like_min
-1,education_cat,0.00825410213680762,unemployed,like_min
-1,partner,-0.00675990293750393,unemployed,like_min
-1,no_children_hh,0.0066365378385892,unemployed,like_min
-1,l1_net_monthly_income_cat,0.181723835348002,unemployed,like_min
-1,like_min,-0.00636957998685947,unemployed,like_min
-3,age_cat,-0.057749706339305,income_cat_decrease,partisan_affect
-3,male,0.00993389903851825,income_cat_decrease,partisan_affect
-3,education_cat,0.00468062917308593,income_cat_decrease,partisan_affect
-3,partner,-0.0207398121534418,income_cat_decrease,partisan_affect
-3,no_children_hh,0.124553166765848,income_cat_decrease,partisan_affect
-3,l1_net_monthly_income_cat,-0.10210537596177,income_cat_decrease,partisan_affect
-3,partisan_affect,0.373852970027403,income_cat_decrease,partisan_affect
-2,age_cat,-0.0565958685334273,income_cat_decrease,partisan_affect
-2,male,-0.0162935136933389,income_cat_decrease,partisan_affect
-2,education_cat,-0.0158944733387418,income_cat_decrease,partisan_affect
-2,partner,-0.026799013859544,income_cat_decrease,partisan_affect
-2,no_children_hh,0.0978387273307665,income_cat_decrease,partisan_affect
-2,l1_net_monthly_income_cat,-0.114472493806301,income_cat_decrease,partisan_affect
-2,partisan_affect,0.215944190537407,income_cat_decrease,partisan_affect
-1,age_cat,-0.0606019449329832,income_cat_decrease,partisan_affect
-1,male,-0.0123513628622865,income_cat_decrease,partisan_affect
-1,education_cat,-0.00396582451932061,income_cat_decrease,partisan_affect
-1,partner,-0.0409382266965898,income_cat_decrease,partisan_affect
-1,no_children_hh,0.0720924922348944,income_cat_decrease,partisan_affect
-1,l1_net_monthly_income_cat,-0.056953818131212,income_cat_decrease,partisan_affect
-1,partisan_affect,0.0119888905953607,income_cat_decrease,partisan_affect
-3,age_cat,-0.0470481430153651,income_cat_decrease,spread
-3,male,0.0085303179259775,income_cat_decrease,spread
-3,education_cat,0.00469370905338894,income_cat_decrease,spread
-3,partner,0.00033228038926393,income_cat_decrease,spread
-3,no_children_hh,0.0733815786770658,income_cat_decrease,spread
-3,l1_net_monthly_income_cat,-0.104645482674026,income_cat_decrease,spread
-3,spread,0.115725222339547,income_cat_decrease,spread
-2,age_cat,-0.0325375157319916,income_cat_decrease,spread
-2,male,-0.00823618388910374,income_cat_decrease,spread
-2,education_cat,-0.0143296127953191,income_cat_decrease,spread
-2,partner,-0.0265452872224528,income_cat_decrease,spread
-2,no_children_hh,0.0433487222201165,income_cat_decrease,spread
-2,l1_net_monthly_income_cat,-0.107594114303814,income_cat_decrease,spread
-2,spread,0.105170672759493,income_cat_decrease,spread
-1,age_cat,-0.0374680584658538,income_cat_decrease,spread
-1,male,-0.00793798528831969,income_cat_decrease,spread
-1,education_cat,0.00670510017124275,income_cat_decrease,spread
-1,partner,-0.0311951823778418,income_cat_decrease,spread
-1,no_children_hh,0.0303525840546619,income_cat_decrease,spread
-1,l1_net_monthly_income_cat,-0.0750637466821305,income_cat_decrease,spread
-1,spread,0.00713001409282146,income_cat_decrease,spread
-3,age_cat,-0.0468025074230216,income_cat_decrease,distance
-3,male,0.00904113245441014,income_cat_decrease,distance
-3,education_cat,0.00471279443371265,income_cat_decrease,distance
-3,partner,0.000420012653893413,income_cat_decrease,distance
-3,no_children_hh,0.0731526668777912,income_cat_decrease,distance
-3,l1_net_monthly_income_cat,-0.104124136290557,income_cat_decrease,distance
-3,distance,0.0932866162994649,income_cat_decrease,distance
-2,age_cat,-0.0321899020086014,income_cat_decrease,distance
-2,male,-0.00804617499513465,income_cat_decrease,distance
-2,education_cat,-0.0137853075781933,income_cat_decrease,distance
-2,partner,-0.0264500102299216,income_cat_decrease,distance
-2,no_children_hh,0.0430940613309419,income_cat_decrease,distance
-2,l1_net_monthly_income_cat,-0.107224187828761,income_cat_decrease,distance
-2,distance,0.0946892723677461,income_cat_decrease,distance
-1,age_cat,-0.0370744561643013,income_cat_decrease,distance
-1,male,-0.00779038803523507,income_cat_decrease,distance
-1,education_cat,0.00723060785106342,income_cat_decrease,distance
-1,partner,-0.0310836148955194,income_cat_decrease,distance
-1,no_children_hh,0.0301841923941572,income_cat_decrease,distance
-1,l1_net_monthly_income_cat,-0.0746993284084801,income_cat_decrease,distance
-1,distance,0.0141858779654377,income_cat_decrease,distance
-3,age_cat,-0.0543001000560285,income_cat_decrease,like_max
-3,male,0.0151849551835657,income_cat_decrease,like_max
-3,education_cat,-0.000850059294802321,income_cat_decrease,like_max
-3,partner,-0.000743389509726349,income_cat_decrease,like_max
-3,no_children_hh,0.0802394797629955,income_cat_decrease,like_max
-3,l1_net_monthly_income_cat,-0.10922040347142,income_cat_decrease,like_max
-3,like_max,0.3410499780822,income_cat_decrease,like_max
-2,age_cat,-0.039330857370905,income_cat_decrease,like_max
-2,male,-0.0100006172574499,income_cat_decrease,like_max
-2,education_cat,-0.0153579357503224,income_cat_decrease,like_max
-2,partner,-0.0299286865291638,income_cat_decrease,like_max
-2,no_children_hh,0.0452879577145813,income_cat_decrease,like_max
-2,l1_net_monthly_income_cat,-0.107084594369927,income_cat_decrease,like_max
-2,like_max,0.279003302075115,income_cat_decrease,like_max
-1,age_cat,-0.0424870922472812,income_cat_decrease,like_max
-1,male,-0.00937207557614031,income_cat_decrease,like_max
-1,education_cat,0.00268303561453056,income_cat_decrease,like_max
-1,partner,-0.0391371527450969,income_cat_decrease,like_max
-1,no_children_hh,0.0293970187011324,income_cat_decrease,like_max
-1,l1_net_monthly_income_cat,-0.0800587707799017,income_cat_decrease,like_max
-1,like_max,-0.00363162917126325,income_cat_decrease,like_max
-3,age_cat,-0.0526596750306819,income_cat_decrease,like_min
-3,male,0.0155818111333664,income_cat_decrease,like_min
-3,education_cat,0.000777161387039326,income_cat_decrease,like_min
-3,partner,-0.00129360231956009,income_cat_decrease,like_min
-3,no_children_hh,0.0796601278934122,income_cat_decrease,like_min
-3,l1_net_monthly_income_cat,-0.107167679519188,income_cat_decrease,like_min
-3,like_min,0.0546623552452435,income_cat_decrease,like_min
-2,age_cat,-0.0391483369719465,income_cat_decrease,like_min
-2,male,-0.0100484050773956,income_cat_decrease,like_min
-2,education_cat,-0.0148797730141804,income_cat_decrease,like_min
-2,partner,-0.0305573174817116,income_cat_decrease,like_min
-2,no_children_hh,0.0453334127485964,income_cat_decrease,like_min
-2,l1_net_monthly_income_cat,-0.105430207293474,income_cat_decrease,like_min
-2,like_min,0.0195566609323301,income_cat_decrease,like_min
-1,age_cat,-0.0423879466139787,income_cat_decrease,like_min
-1,male,-0.00944076197115246,income_cat_decrease,like_min
-1,education_cat,0.00329874102443108,income_cat_decrease,like_min
-1,partner,-0.0397944099362475,income_cat_decrease,like_min
-1,no_children_hh,0.0295909686777908,income_cat_decrease,like_min
-1,l1_net_monthly_income_cat,-0.0796703070429503,income_cat_decrease,like_min
-1,like_min,-0.00995561096690387,income_cat_decrease,like_min
-3,age_cat,-0.120102817194392,income_cat_2p_decrease,partisan_affect
-3,male,0.0571894437482417,income_cat_2p_decrease,partisan_affect
-3,education_cat,-0.0185631928944469,income_cat_2p_decrease,partisan_affect
-3,partner,-0.00188869635561085,income_cat_2p_decrease,partisan_affect
-3,no_children_hh,0.195649987964328,income_cat_2p_decrease,partisan_affect
-3,l1_net_monthly_income_cat,0.0194907473239893,income_cat_2p_decrease,partisan_affect
-3,partisan_affect,0.316499008373511,income_cat_2p_decrease,partisan_affect
-2,age_cat,-0.0906994531603466,income_cat_2p_decrease,partisan_affect
-2,male,-0.00375859555422222,income_cat_2p_decrease,partisan_affect
-2,education_cat,-0.0597742312056872,income_cat_2p_decrease,partisan_affect
