t,covariate,covbal,treatment,outcome
-3,age_cat,-0.0568156990922756,unemployed,little_concern_for_others
-3,male,-0.0114919057719043,unemployed,little_concern_for_others
-3,education_cat,-0.028027693293501,unemployed,little_concern_for_others
-3,partner,-0.0876689850047855,unemployed,little_concern_for_others
-3,no_children_hh,0.0582518416513129,unemployed,little_concern_for_others
-3,l1_net_monthly_income_cat,0.400385585359692,unemployed,little_concern_for_others
-3,little_concern_for_others,0.341441067562111,unemployed,little_concern_for_others
-2,age_cat,-0.0170241502895493,unemployed,little_concern_for_others
-2,male,-0.0137759758705971,unemployed,little_concern_for_others
-2,education_cat,0.0314359389724858,unemployed,little_concern_for_others
-2,partner,-0.0319032727906745,unemployed,little_concern_for_others
-2,no_children_hh,0.0673367978482948,unemployed,little_concern_for_others
-2,l1_net_monthly_income_cat,0.321913990540533,unemployed,little_concern_for_others
-2,little_concern_for_others,0.136481860368508,unemployed,little_concern_for_others
-1,age_cat,-0.0161490357151746,unemployed,little_concern_for_others
-1,male,0.00113060522862047,unemployed,little_concern_for_others
-1,education_cat,0.0142552885376441,unemployed,little_concern_for_others
-1,partner,-0.011323534566866,unemployed,little_concern_for_others
-1,no_children_hh,0.0449441117544446,unemployed,little_concern_for_others
-1,l1_net_monthly_income_cat,0.253815041052772,unemployed,little_concern_for_others
-1,little_concern_for_others,-0.0146576775275536,unemployed,little_concern_for_others
-3,age_cat,-0.0654935580692205,unemployed,comfy_around_people
-3,male,-0.0112554197688867,unemployed,comfy_around_people
-3,education_cat,-0.0267326420635185,unemployed,comfy_around_people
-3,partner,-0.0875611210974345,unemployed,comfy_around_people
-3,no_children_hh,0.0643903242377966,unemployed,comfy_around_people
-3,l1_net_monthly_income_cat,0.401818626861633,unemployed,comfy_around_people
-3,comfy_around_people,0.693216385873665,unemployed,comfy_around_people
-2,age_cat,-0.0271823859068775,unemployed,comfy_around_people
-2,male,-0.0129512523709673,unemployed,comfy_around_people
-2,education_cat,0.0349261382977876,unemployed,comfy_around_people
-2,partner,-0.0318080232609047,unemployed,comfy_around_people
-2,no_children_hh,0.0738246946509097,unemployed,comfy_around_people
-2,l1_net_monthly_income_cat,0.327100922408089,unemployed,comfy_around_people
-2,comfy_around_people,0.246616936103712,unemployed,comfy_around_people
-1,age_cat,-0.0255977870016139,unemployed,comfy_around_people
-1,male,0.00176179472211697,unemployed,comfy_around_people
-1,education_cat,0.0173436567842278,unemployed,comfy_around_people
-1,partner,-0.0116162245166892,unemployed,comfy_around_people
