t,covariate,covbal,treatment,outcome
-3,age_cat,-0.0319569102957172,unemployed,generalized_trust
-3,male,0.0352962436041637,unemployed,generalized_trust
-3,education_cat,-0.0311607482911614,unemployed,generalized_trust
-3,partner,-0.0226986455436974,unemployed,generalized_trust
-3,no_children_hh,0.00148714479642954,unemployed,generalized_trust
-3,l1_net_monthly_income_cat,0.148418927719734,unemployed,generalized_trust
-3,generalized_trust,0.0955662181405284,unemployed,generalized_trust
-2,age_cat,-0.0278882393773578,unemployed,generalized_trust
-2,male,0.042208040392893,unemployed,generalized_trust
-2,education_cat,0.00308969564715699,unemployed,generalized_trust
-2,partner,-0.0646393356260666,unemployed,generalized_trust
-2,no_children_hh,-0.0238316777064984,unemployed,generalized_trust
-2,l1_net_monthly_income_cat,0.0782734787698129,unemployed,generalized_trust
-2,generalized_trust,0.14224023526091,unemployed,generalized_trust
-1,age_cat,-0.00797670401893122,unemployed,generalized_trust
-1,male,0.0287964453480508,unemployed,generalized_trust
-1,education_cat,-0.00426623249483046,unemployed,generalized_trust
-1,partner,-0.0214604542054176,unemployed,generalized_trust
-1,no_children_hh,-0.0277260864361067,unemployed,generalized_trust
-1,l1_net_monthly_income_cat,0.0820767148211614,unemployed,generalized_trust
-1,generalized_trust,0.0130459743904684,unemployed,generalized_trust
-3,age_cat,-0.0582050833388102,income_cat_decrease,generalized_trust
-3,male,0.0208303501810828,income_cat_decrease,generalized_trust
-3,education_cat,0.00301778348471678,income_cat_decrease,generalized_trust
-3,partner,0.0254553428395515,income_cat_decrease,generalized_trust
-3,no_children_hh,0.0595272090162591,income_cat_decrease,generalized_trust
-3,l1_net_monthly_income_cat,-0.127045281806164,income_cat_decrease,generalized_trust
-3,generalized_trust,0.0880897980220158,income_cat_decrease,generalized_trust
-2,age_cat,-0.0434264250555331,income_cat_decrease,generalized_trust
-2,male,0.00620653021343392,income_cat_decrease,generalized_trust
-2,education_cat,-0.000425642312724764,income_cat_decrease,generalized_trust
-2,partner,-0.0223527090801693,income_cat_decrease,generalized_trust
-2,no_children_hh,0.0198507271834575,income_cat_decrease,generalized_trust
