t,covariate,covbal,treatment,outcome
-2,age_cat,-0.0248978911812961,unemployed,generalized_trust
-2,male,-0.0134027157365261,unemployed,generalized_trust
-2,education_cat,0.0245390599083983,unemployed,generalized_trust
-2,partner,-0.0163623027443507,unemployed,generalized_trust
-2,no_children_hh,0.0458313490995572,unemployed,generalized_trust
-2,l1_net_monthly_income_cat,0.382155698865533,unemployed,generalized_trust
-2,generalized_trust,0.152106692150856,unemployed,generalized_trust
-1,age_cat,-0.0150062635310937,unemployed,generalized_trust
-1,male,-0.000692241584435764,unemployed,generalized_trust
-1,education_cat,0.0214008590609701,unemployed,generalized_trust
-1,partner,-0.0060052271156388,unemployed,generalized_trust
-1,no_children_hh,0.00331193031758324,unemployed,generalized_trust
-1,l1_net_monthly_income_cat,0.166401934867102,unemployed,generalized_trust
-1,generalized_trust,0.0157412018690671,unemployed,generalized_trust
0,age_cat,0.013688769046928,unemployed,generalized_trust
0,male,-0.000734022174942224,unemployed,generalized_trust
0,education_cat,0.0170555830957181,unemployed,generalized_trust
0,partner,0.000706953500827161,unemployed,generalized_trust
0,no_children_hh,-0.00583299708599046,unemployed,generalized_trust
0,l1_net_monthly_income_cat,0.16637839324088,unemployed,generalized_trust
0,generalized_trust,-0.0339946957023712,unemployed,generalized_trust
-2,age_cat,-0.0147445904163126,income_cat_decrease,generalized_trust
-2,male,0.00440953456862878,income_cat_decrease,generalized_trust
-2,education_cat,-0.00256579796317719,income_cat_decrease,generalized_trust
-2,partner,-0.025486976095994,income_cat_decrease,generalized_trust
-2,no_children_hh,0.0133588744246032,income_cat_decrease,generalized_trust
-2,l1_net_monthly_income_cat,-0.117627218750209,income_cat_decrease,generalized_trust
-2,generalized_trust,0.11690160606136,income_cat_decrease,generalized_trust
-1,age_cat,-0.0192869543589733,income_cat_decrease,generalized_trust
-1,male,-0.00308146389345271,income_cat_decrease,generalized_trust
-1,education_cat,0.00328124380231994,income_cat_decrease,generalized_trust
-1,partner,-0.033853063061168,income_cat_decrease,generalized_trust
-1,no_children_hh,0.00643084108044464,income_cat_decrease,generalized_trust
-1,l1_net_monthly_income_cat,-0.0696253872243565,income_cat_decrease,generalized_trust
-1,generalized_trust,0.000819373120421896,income_cat_decrease,generalized_trust
0,age_cat,0.00921601156954379,income_cat_decrease,generalized_trust
0,male,-0.0031214801484933,income_cat_decrease,generalized_trust
0,education_cat,0.0205490256581356,income_cat_decrease,generalized_trust
0,partner,-0.00454969973267486,income_cat_decrease,generalized_trust
0,no_children_hh,0.000375554534597335,income_cat_decrease,generalized_trust
0,l1_net_monthly_income_cat,0.0296666988348092,income_cat_decrease,generalized_trust
0,generalized_trust,0.0111466620389488,income_cat_decrease,generalized_trust
-2,age_cat,-0.0226802220740042,income_cat_2p_decrease,generalized_trust
-2,male,0.0116460072685925,income_cat_2p_decrease,generalized_trust
-2,education_cat,-0.028807520083523,income_cat_2p_decrease,generalized_trust
-2,partner,-0.0419081711923588,income_cat_2p_decrease,generalized_trust
