treatment,outcome,t,estimate,conf.low,conf.high,conf.low90,conf.high90
unemployed,generalized_trust,0,-0.026607097123083,-0.116951793265531,0.0637375990193646,-0.102426756207587,0.0492125619614213
unemployed,generalized_trust,1,0.0201516064454693,-0.0826428052926343,0.122946018183573,-0.0661161833259031,0.106419396216842
unemployed,generalized_trust,-1,0,0,0,0,0
unemployed,generalized_trust,-2,-0.126485397888391,-0.284785823214702,0.0318150274379198,-0.259335302682457,0.00636450690567419
income_cat_decrease,generalized_trust,0,0.0218759522468631,-0.0240068978909389,0.0677588023846651,-0.0166301494260945,0.0603820539198207
income_cat_decrease,generalized_trust,1,0.0604117425056579,0.0126230815236758,0.10820040348764,0.0203062339537679,0.100517251057548
income_cat_decrease,generalized_trust,-1,0,0,0,0,0
income_cat_decrease,generalized_trust,-2,-0.0182430453167261,-0.0777915691248326,0.0413054784913803,-0.0682177418611402,0.031731651227688
income_cat_2p_decrease,generalized_trust,0,0.00802573989592768,-0.0689162079247651,0.0849676877166205,-0.0565459782253504,0.0725974580172058
income_cat_2p_decrease,generalized_trust,1,0.0849107871258807,0.00177445215235775,0.168047122099404,0.015140575432556,0.154680998819205
income_cat_2p_decrease,generalized_trust,-1,0,0,0,0,0
income_cat_2p_decrease,generalized_trust,-2,-0.215789090140822,-0.322348758589053,-0.109229421692591,-0.305216782953734,-0.12636139732791
income_hh_25p_decrease,generalized_trust,0,0.0272181048656436,-0.0307969706517449,0.0852331803830321,-0.0214696813056078,0.075905891036895
income_hh_25p_decrease,generalized_trust,1,0.0345548787456495,-0.0292105850049637,0.0983203424962628,-0.0189587853582611,0.0880685428495602
income_hh_25p_decrease,generalized_trust,-1,0,0,0,0,0
income_hh_25p_decrease,generalized_trust,-2,-0.0570534360820196,-0.131273166448368,0.0171662942843291,-0.119340597298963,0.00523372513492374
